2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (20, 91)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 24)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 25)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 26)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 27)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 28)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 29)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 30)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 31)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 32)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 33)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 34)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 35)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 36)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 37)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 38)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 39)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 40)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 41)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 42)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 43)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 44)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 45)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 46)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 47)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 48)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 49)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 50)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 51)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 52)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 53)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 54)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 55)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 56)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 57)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 58)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 59)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 60)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 61)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 62)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 63)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 64)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 65)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 66)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 67)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 68)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 69)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 70)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 71)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 72)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 73)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 74)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 75)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 76)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 77)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 78)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 79)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 80)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 81)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 82)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 83)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 84)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 85)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 86)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 87)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 88)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 89)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 90)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 91)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 92)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 93)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 94)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 95)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 96)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 97)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 98)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 99)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 100)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 101)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 102)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 103)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 104)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 105)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 106)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 107)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 108)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 109)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 110)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 111)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 112)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 113)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 114)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 115)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 116)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 117)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 118)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 119)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 120)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 121)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 122)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 123)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 124)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 125)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 126)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 127)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 128)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 129)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 130)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 131)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 132)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 133)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 134)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 135)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 136)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 137)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 138)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 139)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 140)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 141)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 142)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 143)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 144)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 145)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 146)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 147)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 148)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 149)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 150)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 151)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 152)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 153)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 154)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 155)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 156)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 157)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 158)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 159)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 160)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 161)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 162)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 163)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 164)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 165)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 166)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 167)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 168)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 169)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 170)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 171)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 172)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 173)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 174)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 175)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 176)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 177)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 178)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 179)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 180)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 181)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 182)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 183)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 184)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 185)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 186)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 187)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 188)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 189)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 190)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 191)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 192)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 193)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 194)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 195)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 196)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 197)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (33, 198)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado SUBE en (33, 199)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, -1)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 0)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 1)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 2)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 3)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 4)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 5)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 6)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 7)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 8)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 9)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 10)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 11)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 12)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 13)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 14)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 15)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 16)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 17)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 18)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 19)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 20)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 21)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 22)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 23)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 24)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 25)
2026-04-26 21:52:42 | DEBUG    | domain.services.polygon_analysis_service | _ejecutar_maquina_de_estados | estado BUSCAR en (34, 26)
